         3881116 function calls (3838170 primitive calls) in 165.909 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       47    0.010    0.000    0.405    0.009 cmodule.py:1034(_get_from_hash)
       17    0.010    0.001    0.010    0.001 {built-in method _imp.create_builtin}
      354    0.010    0.000    0.105    0.000 utils.py:159(__new__)
     3688    0.010    0.000    0.015    0.000 opt.py:49(__hash__)
      584    0.010    0.000    0.055    0.000 __init__.py:795(__setitem__)
     1623    0.010    0.000    0.014    0.000 opt.py:3976(local_useless_switch)
       55    0.010    0.000    0.010    0.000 {built-in method posix.mkdir}
        2    0.010    0.005    0.192    0.096 theano_backend.py:1187(batch_set_value)
      998    0.010    0.000    0.010    0.000 opt.py:1542(<listcomp>)
     1481    0.010    0.000    0.041    0.000 <frozen importlib._bootstrap>:170(__exit__)
       31    0.010    0.000    0.038    0.001 params_type.py:555(c_support_code)
      524    0.010    0.000    0.015    0.000 frozendict.py:17(__init__)
    18024    0.010    0.000    0.010    0.000 {built-in method _stat.S_ISLNK}
      589    0.010    0.000    0.030    0.000 opt.py:5027(mul_calculate)
      986    0.009    0.000    0.024    0.000 abc.py:178(__instancecheck__)
     5114    0.009    0.000    0.009    0.000 var.py:650(<lambda>)
      213    0.009    0.000    0.228    0.001 graph.py:126(run_params)
  180/179    0.009    0.000    1.167    0.007 cmodule.py:1897(compile_args)
      752    0.009    0.000    0.009    0.000 {built-in method _codecs.utf_8_decode}
  243/140    0.009    0.000    0.047    0.000 configparser.py:228(AddConfigVar)
       28    0.009    0.000    0.011    0.000 pyparsing.py:1046(wrapper)
     3110    0.009    0.000    0.009    0.000 {method 'remove' of 'list' objects}
     2104    0.009    0.000    0.014    0.000 six.py:586(iteritems)
     3423    0.009    0.000    0.012    0.000 fg.py:257(__add_client__)
      593    0.009    0.000    0.016    0.000 opt.py:4219(local_merge_switch_same_cond)
      213    0.009    0.000    0.116    0.001 elemwise.py:216(make_node)
   1546/5    0.009    0.000   52.688   10.538 <frozen importlib._bootstrap>:214(_call_with_frames_removed)
      647    0.009    0.000    0.012    0.000 link.py:438(__init__)
       31    0.009    0.000    0.080    0.003 cmodule.py:515(save_pkl)
    192/7    0.009    0.000    0.034    0.005 pyparsing.py:1347(_parseNoCache)
     1415    0.009    0.000    0.013    0.000 opt.py:2213(local_cast_cast)
      813    0.009    0.000    0.061    0.000 utils.py:548(hash_from_code)
     1982    0.009    0.000    0.233    0.000 graph.py:207(<listcomp>)
     3286    0.009    0.000    0.082    0.000 _methods.py:40(_all)
    21082    0.009    0.000    0.009    0.000 {method 'popleft' of 'collections.deque' objects}
      234    0.009    0.000    0.009    0.000 pyparsing.py:1121(__init__)
      180    0.009    0.000    0.041    0.000 <frozen importlib._bootstrap_external>:1268(_fill_cache)
       80    0.009    0.000    0.086    0.001 opt.py:2368(add_requirements)
      527    0.009    0.000    0.032    0.000 cmodule.py:1233(<genexpr>)
     2830    0.009    0.000    0.014    0.000 sre_parse.py:242(match)
       31    0.009    0.000    0.043    0.001 traceback.py:313(extract)
      330    0.008    0.000    0.026    0.000 ordered_set.py:164(pop)
       27    0.008    0.000    0.008    0.000 {built-in method builtins.dir}
     1214    0.008    0.000    0.027    0.000 basic.py:68(make_array)
      157    0.008    0.000    0.080    0.001 sre_compile.py:412(_compile_info)
     2652    0.008    0.000    0.008    0.000 {method 'encode' of 'str' objects}
      498    0.008    0.000    0.085    0.000 params_type.py:180(<genexpr>)
       10    0.008    0.001    0.029    0.003 vm.py:867(make_vm)
      100    0.008    0.000    0.239    0.002 pfunc.py:23(rebuild_collect_shared)
      373    0.008    0.000    0.092    0.000 function_module.py:134(validate)
      472    0.008    0.000    0.061    0.000 basic.py:419(upcast)
     1455    0.008    0.000    0.076    0.000 <frozen importlib._bootstrap_external>:94(_path_isfile)
      123    0.008    0.000    0.059    0.000 cc.py:503(struct_variable_codeblocks)
      620    0.008    0.000    0.053    0.000 opt.py:550(on_change_input)
     3050    0.008    0.000    0.011    0.000 opt.py:55(__eq__)
      122    0.008    0.000    0.008    0.000 exc.py:132(__init__)
      214    0.008    0.000    0.099    0.000 op.py:541(_get_test_value)
     1680    0.008    0.000    0.014    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
     3356    0.008    0.000    0.035    0.000 traceback.py:279(line)
      611    0.008    0.000    0.015    0.000 ordered_set.py:140(discard)
      391    0.008    0.000    0.152    0.000 sre_compile.py:221(_compile_charset)
        2    0.008    0.004    0.037    0.018 graph.py:929(general_toposort)
     1409    0.008    0.000    0.016    0.000 inspect.py:601(getfile)
       16    0.008    0.001    0.152    0.009 theano_backend.py:292(zeros)
      437    0.008    0.000    0.047    0.000 toolbox.py:472(on_attach)
      495    0.008    0.000    0.199    0.000 var.py:983(equals)
     1936    0.008    0.000    0.072    0.000 destroyhandler.py:432(refresh_droot_impact)
      847    0.008    0.000    0.008    0.000 <frozen importlib._bootstrap>:35(_new_module)
        8    0.008    0.001    0.008    0.001 sysconfig.py:152(_extend_dict)
     1538    0.008    0.000    0.049    0.000 opt.py:4992(<genexpr>)
       70    0.008    0.000    0.014    0.000 optdb.py:281(<listcomp>)
      429    0.008    0.000    0.070    0.000 pyparsing.py:1144(copy)
      157    0.008    0.000    0.510    0.003 sre_compile.py:531(compile)
        1    0.008    0.008    0.215    0.215 basic.py:1(<module>)
      481    0.008    0.000    0.175    0.000 elemwise.py:483(<listcomp>)
      757    0.008    0.000    0.008    0.000 opt.py:4841(simplify_factors)
       17    0.008    0.000    0.008    0.000 {built-in method posix.waitpid}
        1    0.008    0.008   42.792   42.792 models.py:181(load_model)
      847    0.008    0.000    0.038    0.000 <frozen importlib._bootstrap_external>:834(path_stats)
       59    0.008    0.000    0.392    0.007 destroyhandler.py:627(validate)
      580    0.008    0.000    0.017    0.000 opt.py:571(on_prune)
      752    0.008    0.000    0.017    0.000 codecs.py:318(decode)
     5500    0.007    0.000    0.007    0.000 {built-in method builtins.iter}
       40    0.007    0.000    0.038    0.001 compilelock.py:312(refresh_lock)
      171    0.007    0.000   28.754    0.168 cc.py:1116(__compile__)
       35    0.007    0.000    0.018    0.001 opt.py:1308(__init__)
     3898    0.007    0.000    0.011    0.000 inspect.py:665(<genexpr>)
      141    0.007    0.000    0.053    0.000 elemwise.py:647(prepare_node)
     2420    0.007    0.000    0.011    0.000 frozendict.py:30(__iter__)
     47/8    0.007    0.000    0.396    0.049 gradient.py:1014(access_term_cache)
     7342    0.007    0.000    0.007    0.000 {built-in method _imp.release_lock}
     5206    0.007    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1200(invalidate_caches)
      603    0.007    0.000    0.040    0.000 opt.py:938(get_node_infer_shape)
      137    0.007    0.000    0.035    0.000 <frozen importlib._bootstrap_external>:1055(_path_hooks)
      337    0.007    0.000    0.012    0.000 toolbox.py:354(on_attach)
      173    0.007    0.000   29.474    0.170 op.py:912(make_thunk)
      847    0.007    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:390(_check_name_wrapper)
     2542    0.007    0.000    0.009    0.000 inspect.py:63(ismodule)
      233    0.007    0.000    0.014    0.000 optdb.py:140(__getitem__)
       18    0.007    0.000    0.007    0.000 {built-in method builtins.compile}
       37    0.007    0.000    0.007    0.000 configparser.py:106(<listcomp>)
       70    0.007    0.000    0.013    0.000 optdb.py:282(<listcomp>)
      327    0.007    0.000    0.025    0.000 elemwise.py:411(__setstate__)
      171    0.007    0.000    0.011    0.000 configparser.py:199(<listcomp>)
     1401    0.007    0.000    0.015    0.000 traceback.py:239(__init__)
     1969    0.007    0.000    0.007    0.000 opt.py:1898(local_track_shape_i)
      706    0.007    0.000    0.060    0.000 opt.py:4991(same)
     1046    0.007    0.000    0.010    0.000 <frozen importlib._bootstrap>:419(parent)
     1222    0.007    0.000    0.007    0.000 _weakrefset.py:70(__contains__)
     1781    0.007    0.000    0.007    0.000 opt.py:631(<listcomp>)
       92    0.007    0.000    0.007    0.000 dataset.py:221(shape)
      189    0.007    0.000    0.060    0.000 opt.py:5799(local_mul_zero)
      213    0.007    0.000    0.496    0.002 op.py:1295(__init__)
       10    0.007    0.001    0.012    0.001 vm.py:27(calculate_reallocate_info)
        2    0.007    0.003    0.210    0.105 opt.py:1(<module>)
      239    0.007    0.000    0.162    0.001 optdb.py:270(register)
      766    0.007    0.000    0.127    0.000 opt.py:1158(<listcomp>)
      145    0.007    0.000    0.018    0.000 configparser.py:136(fetch_val_for_key)
6945/6843    0.007    0.000    0.016    0.000 {built-in method builtins.issubclass}
        4    0.007    0.002    0.008    0.002 mmalobj.py:628(__init__)
      157    0.006    0.000    0.247    0.002 sre_parse.py:819(parse)
      766    0.006    0.000    0.135    0.000 ordered_set.py:83(update)
        1    0.006    0.006    0.010    0.010 __init__.py:937(_rc_params_in_file)
      171    0.006    0.000   27.955    0.163 cmodule.py:1114(module_from_key)
     1046    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:314(__enter__)
      741    0.006    0.000    0.075    0.000 basic.py:1042(<listcomp>)
       14    0.006    0.000   28.149    2.011 subprocess.py:1398(_communicate)
       17    0.006    0.000    0.007    0.000 mmalobj.py:1104(commit)
     1481    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:159(__init__)
      409    0.006    0.000    0.059    0.000 basic.py:253(convert)
      427    0.006    0.000    0.711    0.002 graph.py:831(clone)
      337    0.006    0.000    0.014    0.000 toolbox.py:484(unpickle)
     4182    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:324(<genexpr>)
      620    0.006    0.000    0.010    0.000 toolbox.py:378(on_change_input)
      774    0.006    0.000    0.013    0.000 params_type.py:245(<listcomp>)
     1704    0.006    0.000    0.018    0.000 {built-in method from_bytes}
      322    0.006    0.000    0.010    0.000 posixpath.py:145(dirname)
      337    0.006    0.000    0.049    0.000 opt.py:6178(local_abs_merge)
      661    0.006    0.000    0.009    0.000 utils.py:304(<listcomp>)
     3135    0.006    0.000    0.009    0.000 inspect.py:662(<genexpr>)
      213    0.006    0.000    0.234    0.001 op.py:1281(get_path)
      171    0.006    0.000    0.414    0.002 cc.py:1223(cmodule_key)
       41    0.006    0.000    0.227    0.006 cmodule.py:251(dlimport)
      136    0.006    0.000    0.073    0.001 traceback.py:19(print_list)
     1503    0.006    0.000    0.006    0.000 var.py:980(signature)
       25    0.006    0.000    0.008    0.000 dataset.py:317(__init__)
       44    0.006    0.000    0.006    0.000 {built-in method posix.remove}
       47    0.006    0.000    0.426    0.009 cc.py:1531(get_dynamic_module)
      156    0.006    0.000    0.687    0.004 basic.py:3916(init_fgraph)
     1449    0.006    0.000    0.011    0.000 <frozen importlib._bootstrap>:789(find_spec)
  334/297    0.006    0.000    0.133    0.000 opt.py:576(local_dimshuffle_lift)
      334    0.006    0.000    0.007    0.000 _util.py:292(<listcomp>)
       40    0.006    0.000    0.011    0.000 cc.py:187(struct_gen)
     1680    0.006    0.000    0.008    0.000 sre_parse.py:165(append)
       24    0.006    0.000    0.063    0.003 nnet.py:1492(search_make_one_sub)
       40    0.006    0.000    0.114    0.003 cmodule.py:378(get_module_hash)
     3693    0.006    0.000    0.007    0.000 ordered_set.py:99(__contains__)
        1    0.006    0.006    0.949    0.949 _continuous_distns.py:5(<module>)
     2943    0.006    0.000    0.006    0.000 {built-in method sys.exc_info}
     1046    0.006    0.000    0.006    0.000 <frozen importlib._bootstrap>:310(__init__)
       27    0.006    0.000    0.006    0.000 mmalobj.py:1425(__getitem__)
       79    0.006    0.000    0.039    0.000 basic.py:987(construct)
      514    0.006    0.000    0.086    0.000 opt.py:1236(<listcomp>)
     5156    0.006    0.000    0.006    0.000 {built-in method _thread.get_ident}
     1450    0.006    0.000    0.006    0.000 {built-in method _imp.is_frozen}
       47    0.005    0.000    0.056    0.001 cmodule.py:199(code)
      661    0.005    0.000    0.015    0.000 utils.py:295(uniq)
      211    0.005    0.000    0.007    0.000 cc.py:1166(get_init_tasks)
       20    0.005    0.000    1.407    0.070 opt.py:7328(apply)
        1    0.005    0.005    0.028    0.028 npyio.py:748(loadtxt)
        1    0.005    0.005    0.007    0.007 tempfile.py:327(_get_default_tempdir)
     1407    0.005    0.000    0.007    0.000 inspect.py:2710(<genexpr>)
      334    0.005    0.000    0.007    0.000 _util.py:306(<listcomp>)
     1248    0.005    0.000    0.006    0.000 sre_parse.py:276(tell)
       72    0.005    0.000    0.007    0.000 params_type.py:492(c_no_compile_args)
     1150    0.005    0.000    0.008    0.000 opt.py:7491(local_view_op)
       81    0.005    0.000    0.006    0.000 utils.py:74(__call__)
    12659    0.005    0.000    0.005    0.000 {method 'append' of 'collections.deque' objects}
       77    0.005    0.000    0.032    0.000 basic.py:1906(c_code)
     1469    0.005    0.000    0.007    0.000 ordered_set.py:96(__len__)
      211    0.005    0.000    0.218    0.001 op.py:801(get_params)
     3849    0.005    0.000    0.005    0.000 inspect.py:2447(kind)
      784    0.005    0.000    0.005    0.000 {built-in method _locale.nl_langinfo}
       14    0.005    0.000    0.007    0.000 attrs.py:56(__getitem__)
      278    0.005    0.000    0.032    0.000 graph.py:731(variables_and_orphans)
     1466    0.005    0.000    0.035    0.000 {method 'sum' of 'numpy.ndarray' objects}
       60    0.005    0.000    0.010    0.000 array.py:160(truncate)
     1008    0.005    0.000    0.005    0.000 op.py:213(c_no_compile_args)
      373    0.005    0.000    1.499    0.004 toolbox.py:426(validate_)
      171    0.005    0.000    0.054    0.000 configparser.py:186(get_config_hash)
      946    0.005    0.000    0.008    0.000 six.py:583(itervalues)
       40    0.005    0.000    0.068    0.002 compilelock.py:144(lock)
      481    0.005    0.000    0.009    0.000 elemwise.py:426(<listcomp>)
      820    0.005    0.000    0.006    0.000 opt.py:5151(local_elemwise_sub_zeros)
      111    0.005    0.000    0.018    0.000 utils.py:9(hash_from_ndarray)
     4778    0.005    0.000    0.005    0.000 {built-in method _imp.acquire_lock}
      784    0.005    0.000    0.010    0.000 _bootlocale.py:23(getpreferredencoding)
    99/22    0.005    0.000    0.012    0.001 abc.py:194(__subclasscheck__)
      156    0.005    0.000    0.007    0.000 destroyhandler.py:580(on_change_input)
      820    0.005    0.000    0.007    0.000 nnet.py:749(local_logsoftmax)
       60    0.005    0.000    0.504    0.008 encoders.py:363(start)
      396    0.005    0.000    0.075    0.000 type.py:406(make_constant)
        4    0.005    0.001    0.062    0.015 _collections_abc.py:758(update)
